5	-5	5.94296	44	-0.1608457	0	0	FALSE
5	-1	7.058472	55	-0.326433	0	0	FALSE
5	-1	3.718154	29	-0.326433	0	0	FALSE
5	0	1.582553	12	-0.326433	0	0	TRUE
5	-2	2.711921	20	-0.326433	0	0	FALSE
5	-5	5.433123	41	-0.40319	0	0	FALSE
5	-4	4.824476	35	-0.4572035	0	0	FALSE
5	0	2.256303	17	-0.4572035	0	0	FALSE
5	-5	2.149358	17	-0.5098339	0	0	FALSE
5	-4	8.442483	63	-0.5098339	0	0	FALSE
5	2	12.48662	105	-4.900995	0.1533541	0	FALSE
5	0	12.75618	126	-4.900995	0.1533541	0	FALSE
5	2	3.351458	33	-4.900995	0.1533541	0	FALSE
5	-5	4.454729	44	-4.900995	0.1533541	0	FALSE
5	0	3.653625	36	-4.900995	0.1533541	0	FALSE
5	1	1.523231	15	-4.900995	0.1533541	0	FALSE
5	5	2.020241	20	-4.900995	0.1533541	0	FALSE
5	5	8.895344	88	-4.900995	0.1533541	0	FALSE
5	2	7.36869	73	-4.900995	0.1533541	0	FALSE
5	4	2.525608	25	-4.900995	0.1533541	0	FALSE
5	-2	8.89527	88	-4.900995	0.1533541	0	FALSE
5	-3	1.414403	14	-4.900995	0.1533541	0	FALSE
5	1	1.920848	19	-4.900995	0.1533541	0	FALSE
5	-5	1.412237	14	-4.900995	0.1533541	0	FALSE
5	0	1.914561	19	-4.900995	0.1533541	0	FALSE
5	0	4.553375	45	-4.900995	0.1533541	0	FALSE
5	-4	6.083037	60	-4.900995	0.1533541	0	FALSE
5	3	1.512773	15	-4.900995	0.1533541	0	FALSE
5	0	2.729041	27	-4.900995	0.1533541	0	FALSE
5	-4	2.013662	20	-4.900995	0.1533541	0	FALSE
5	-3	1.114572	11	-4.900995	0.1533541	0	FALSE
5	3	3.542865	35	-4.900995	0.1533541	0	FALSE
5	5	1.718752	17	-4.900995	0.1533541	0	FALSE
5	-1	16.67986	165	-4.900995	0.1533541	0	FALSE
5	4	2.520589	25	-10.46617	0.1533541	-10.46617	FALSE
5	4	2.120918	21	-10.46617	0.1533541	0	FALSE
5	2	1.917085	19	-10.46617	0.1533541	0	FALSE
5	-2	3.037449	30	-10.46617	0.1533541	0	FALSE
5	2	4.453281	44	-10.46617	0.1533541	0	FALSE
5	0	2.936213	29	-10.46617	0.1533541	-0.0799893	FALSE
5	0	5.557091	55	-10.46617	0.1533541	0	FALSE
5	-5	3.329456	33	-10.46617	0.1533541	0	FALSE
5	1	1.720251	17	-10.46617	0.1533541	0	FALSE
5	2	2.627942	26	-10.46617	0.1533541	0	FALSE
